"","year","ward","cost","category","program","description"
"2381",2013,10,1400,"Streets & Transportation","Alley Speed Hump Menu","S AVENUE H & S AVENUE G & E 107TH ST & E 108TH ST"
"2382",2013,10,630,"Streets & Transportation","Bollard Menu","ON S AVENUE K FROM 13459 S TO E 134TH ST (13400 S)"
"2383",2013,10,69478,"Streets & Transportation","Bus Pad","12600 S Avenue O"
"2384",2013,10,48830,"Streets & Transportation","Curb & Gutter Menu","ON E 102ND ST FROM S EWING AVE (3630 E) TO S AVENUE L (3600 E)"
"2385",2013,10,550,"Streets & Transportation","In-Road 'State Law Stop For Pedestrians' Signs Menu","S AVENUE D & E 108TH ST"
"2386",2013,10,950,"Streets & Transportation","In-Road 'State Law Stop For Pedestrians' Signs Menu","S COMMERCIAL AVE & E 87TH ST"
"2387",2013,10,550,"Streets & Transportation","In-Road 'State Law Stop For Pedestrians' Signs Menu","S AVENUE D & E 110TH ST"
"2388",2013,10,0,"Streets & Transportation","Resurfacing Street Speed","ON S ESCANABA AVE FROM E 128 ST (12800 S) TO E 129 ST (12900 S)"
"2389",2013,10,0,"Streets & Transportation","Resurfacing Street Speed","ON E 89TH ST FROM S BURLEY AV (3228 E) TO S BUFFALO AV (3300 E)"
"2390",2013,10,0,"Streets & Transportation","Resurfacing Street Speed","ON E 90TH ST FROM S BURLEY AV (3228 E) TO S BUFFALO AV (3300 E)"
"2391",2013,10,23807,"Streets & Transportation","Sidewalk Menu","ON S AVENUE O FROM E 113 ST (11300 S) TO E 114 ST (11400 S)"
"2392",2013,10,2177,"Streets & Transportation","Sidewalk Menu","ON S CALHOUN AVE FROM E 107TH ST (10700 S) TO E 108TH ST (10800 S)"
"2393",2013,10,31249,"Streets & Transportation","Sidewalk Menu","ON E 85TH ST FROM S COMMERCIAL AV (3000 E) TO S ESCANABA AV (2900 E)"
"2394",2013,10,31892,"Streets & Transportation","Sidewalk Menu","ON S AVENUE N FROM E 112 ST (11200 S) TO E 113 ST (11300 S)"
"2395",2013,10,17849,"Streets & Transportation","Sidewalk Menu","ON S AVENUE L FROM E 107 ST (10700 S) TO E 106 ST (10600 S)"
"2396",2013,10,6677,"Streets & Transportation","Sidewalk Menu","ON S GREEN BAY AVE FROM E 84 ST (8400 S) TO E 85 ST (8500 S)"
"2397",2013,10,25770,"Streets & Transportation","Sidewalk Menu","ON S CALHOUN AVE FROM E 107 ST (10700 S) TO E 108 ST (10800 S)"
"2398",2013,10,47523,"Streets & Transportation","Sidewalk Menu","ON S AVENUE L FROM E 103 ST (10300 S) TO E 104 ST (10400 S)"
"2399",2013,10,2423,"Streets & Transportation","Sidewalk Menu","ON E 85TH ST FROM S EXCHANGE AVE (2930 E) TO S COMMERCIAL AVE (3000 E)"
"2400",2013,10,942,"Streets & Transportation","Sidewalk Menu","ON S BURLEY AVE FROM E 135TH ST (13500 S) TO E 136TH ST (13600 S)"
"2401",2013,10,8911,"Streets & Transportation","Sidewalk Menu","ON S HOUSTON AVE FROM E 132ND ST (13200 S) TO E 133RD ST (13300 S)"
"2402",2013,10,41006,"Streets & Transportation","Sidewalk Menu","ON S AVENUE E FROM E 105 ST (10500 S) TO E 106 ST (10600 S)"
"2403",2013,10,13337,"Streets & Transportation","Sidewalk Menu","ON S EWING AVE FROM E 104 ST (10400 S) TO E 105 ST (10500 S)"
"2404",2013,10,2909,"Streets & Transportation","Sidewalk Menu","ON S AVENUE O FROM E 108TH ST (10800 S) TO E 109TH ST (10900 S)"
"2405",2013,10,2560,"Streets & Transportation","Sidewalk Menu","ON S AVENUE L FROM E 103 ST (10300 S) TO E 104 ST (10400 S)"
"2406",2013,10,22329,"Streets & Transportation","Street Resurfacing Menu","ON E 129TH ST FROM S SAGINAW AV (2700 E) TO S MANISTEE AV (2800 E)"
"2407",2013,10,38534,"Streets & Transportation","Street Resurfacing Menu","ON S AVENUE F FROM E 108 ST (10800 S) TO E 109 ST (10900 S)"
"2408",2013,10,46011,"Streets & Transportation","Street Resurfacing Menu","ON S ESCANABA AVE FROM E 101ST ST (10100 S) TO E 102ND ST (10200 S)"
"2409",2013,10,20915,"Streets & Transportation","Street Resurfacing Menu","ON E 90TH ST FROM S BUFFALO AV (3300 E) TO S BURLEY AV (3228 E)"
"2410",2013,10,80666,"Streets & Transportation","Street Resurfacing Menu","ON S MUSKEGON AVE FROM E 131 ST (13100 S) TO E 132 ST (13200 S)"
"2411",2013,10,18060,"Streets & Transportation","Street Resurfacing Menu","ON E 102ND ST FROM S AVENUE L (3600 E) TO S EWING AVE (3630 E)"
"2412",2013,10,23000,"Streets & Transportation","Street Resurfacing Menu","ON E 84TH ST FROM S BUFFALO AV (3300 E) TO S BURLEY AV (3233 E)"
"2413",2013,10,28904,"Streets & Transportation","Street Resurfacing Menu","ON E 89TH ST FROM S BUFFALO AV (3300 E) TO S BURLEY AV (3228 E)"
"2414",2013,10,47926,"Streets & Transportation","Street Resurfacing Menu","ON S ESCANABA AVE FROM E 128 ST (12800 S) TO E 129 ST (12900 S)"
"2415",2013,10,55637,"Streets & Transportation","Street Resurfacing Menu","ON S AVENUE B FROM E 107TH ST (10700 S) TO E 108TH ST (10800 S)"
"2416",2013,10,63298,"Streets & Transportation","Street Resurfacing Menu","ON S AVENUE M FROM E 112 ST (11200 S) TO E 113 ST (11300 S)"
"2417",2013,10,120660,"Streets & Transportation","Street Resurfacing Menu","ON S BURLEY AVE FROM E 87 ST (8700 S) TO E 89 ST (8900 S)"
"2418",2013,10,80387,"Streets & Transportation","Street Resurfacing Menu","ON S ESCANABA AVE FROM E 100 ST (10004 S) TO E 101 ST (10100 S)"
"2419",2013,10,5550,"Streets & Transportation","Street Speed Hump Menu","ON S OGLESBY AVE FROM E 95 ST (9500 S) TO E 97 ST (9700 S)"
"2420",2013,10,6000,"Lighting","Floodlight Menu","ON S EWING AVE FROM E 118TH ST (11800 S) TO S AVENUE O (12036 S)"
"2421",2013,10,3000,"Security Cameras","Street Light Arterial","8958 S ESCANABA AVE POLE FOR CAMERA"
"2422",2013,10,226000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S EXCHANGE AVE FROM E 95 ST (9500 S) TO E 98 ST (9800 S)"
"2423",2013,10,400,"Lighting","Street Light Upgrade","8919 S COMMERCIAL AVE"
"2424",2013,10,22500,"Security Cameras","High Definition Camera","POD Camera at 8958 S. Escanaba"
"2425",2013,10,22500,"Security Cameras","High Definition Camera","E 87TH ST & S LAKE SHORE DR 87th & South Lakefront"
"2426",2013,11,18556,"Streets & Transportation","Alley Apron Menu","ON W 30TH ST FROM W TO S WELLS ST (230 W)"
"2427",2013,11,12760,"Streets & Transportation","Alley Resurfacing Menu","W 42ND PL & W 42ND ST & S NORMAL AVE & S WALLACE ST"
"2428",2013,11,7988,"Streets & Transportation","Alley Resurfacing Menu","W 31ST PL & S MORGAN ST&W 31ST ST & S LITUANICA AVE"
"2429",2013,11,31626,"Streets & Transportation","Alley Resurfacing Menu","W 46TH ST & W 46TH PL & S NORMAL & S WALLACE ST"
"2430",2013,11,15670,"Streets & Transportation","Alley Resurfacing Menu","W 27TH ST & W 26TH ST & S SHIELDS AVE & S STEWART AVE"
"2431",2013,11,19892,"Streets & Transportation","Alley Resurfacing Menu","W 28TH PL & W 29TH ST & S WENTWORTH AVE & S WELLS ST"
"2432",2013,11,1400,"Streets & Transportation","Alley Speed Hump Menu","W 29TH ST & W 30TH ST & S PRINCETON AVE & S WELLS ST"
"2433",2013,11,1400,"Streets & Transportation","Alley Speed Hump Menu","W 28TH PL & W 29TH ST & S PRINCETON AVE & S WELLS ST"
"2434",2013,11,2800,"Streets & Transportation","Alley Speed Hump Menu","S THROOP ST & S RACINE AVE & W 32ND ST & W 33RD ST"
"2435",2013,11,285000,"Streets & Transportation","Concrete Alley Menu","W 32ND ST & W 33RD ST & S PRINCETON AVE & S SHIELDS AVE"
"2436",2013,11,4226,"Streets & Transportation","Curb & Gutter Menu","ON W 42ND PL FROM Dead End (2336 W) TO S NORMAL AV (500 W)"
"2437",2013,11,3964,"Streets & Transportation","Curb & Gutter Menu","ON S LOOMIS ST FROM S LYMAN ST (3011 S) TO S LYMAN ST (3011 S)"
"2438",2013,11,21797,"Streets & Transportation","Curb & Gutter Menu","ON S THROOP ST FROM W 31 ST (3100 S) TO W 31 PL (3132 S)"
"2439",2013,11,950,"Streets & Transportation","In-Road 'State Law Stop For Pedestrians' Signs Menu","S LOWE AVE & W 31ST ST"
"2440",2013,11,368,"Streets & Transportation","Miscellaneous Other","S HALSTED ST & W JAMES M ROCHFORD ST inroad sign -"
"2441",2013,11,1641,"Streets & Transportation","Sidewalk Menu","ON S EMERALD AVE FROM W 45 ST (4500 S) TO W 46 ST (4600 S)"
"2442",2013,11,4960,"Streets & Transportation","Sidewalk Menu","ON S WALLACE ST FROM W 31 ST (3100 S) TO W 32 ST (3200 S)"
"2443",2013,11,4954,"Streets & Transportation","Sidewalk Menu","ON S WALLACE ST FROM W 45 ST (4500 S) TO W 46 ST (4600 S)"
"2444",2013,11,8739,"Streets & Transportation","Sidewalk Menu","ON S WELLS ST FROM W 27 ST (2740 S) TO W 28 PL (2840 S)"
"2445",2013,11,609,"Streets & Transportation","Sidewalk Menu","ON W 43RD ST FROM S NORMAL AV (500 W) TO S WALLACE ST (600 W)"
"2446",2013,11,2975,"Streets & Transportation","Sidewalk Menu","ON S ARCH ST FROM S BONAPARTE ST (2974 S) TO S LYMAN ST (3031 S)"
"2447",2013,11,20637,"Streets & Transportation","Sidewalk Menu","ON S UNION AVE FROM W 46 ST (4600 S) TO W 47 ST (4700 S)"
"2448",2013,11,41951,"Streets & Transportation","Sidewalk Menu","ON S WELLS ST FROM W 26 ST (2600 S) TO W 27 ST (2740 S)"
"2449",2013,11,24112,"Streets & Transportation","Sidewalk Menu","ON W 29TH ST FROM S SHIELDS AV (328 W) TO S STEWART AV (400 W)"
"2450",2013,11,4263,"Streets & Transportation","Sidewalk Menu","ON S LOWE AVE FROM W 35 ST (3500 S) TO W 36 ST (3600 S)"
"2451",2013,11,121254,"Streets & Transportation","Street Resurfacing Menu","ON S UNION AVE FROM W 33 ST (3300 S) TO W 35 ST (3500 S)"
"2452",2013,11,131358,"Streets & Transportation","Street Resurfacing Menu","ON S EMERALD AVE FROM W 37 ST (3700 S) TO W PERSHING RD (3900 S)"
"2453",2013,11,5629,"Streets & Transportation","Street Resurfacing Menu","ON S HALSTED ST FROM S ARCHER AV (2510 S) TO S ARCHER AV (2510 S)"
"2454",2013,11,50545,"Streets & Transportation","Street Resurfacing Menu","ON S ELIAS CT FROM S ARCHER AV (2849 S) TO S LYMAN ST (2977 S)"
"2455",2013,11,105032,"Streets & Transportation","Street Resurfacing Menu","ON S STEWART AVE FROM W 28 ST (2800 S) TO W 31 ST (3100 S)"
"2456",2013,11,78288,"Streets & Transportation","Street Resurfacing Menu","ON W 29TH ST FROM S WENTWORTH AV (200 W) TO S STEWART AV (400 W)"
"2457",2013,11,139000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S EMERALD AVE FROM W 43 ST (4300 S) TO W 45 ST (4500 S)"
"2458",2013,11,144000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S UNION AVE FROM W 29 ST (2900 S) TO W 31 ST (3100 S)"
"2459",2013,11,1654,"Lighting","Street Light Upgrade","ON S THROOP ST FROM W 31 ST (3100 S) TO W 33 ST (3300 S)"
"2460",2013,12,25199,"Streets & Transportation","Alley Resurfacing Menu","S SAWYER AVE & S KEDZIE AVE & W 26TH ST & W 27TH ST"
"2461",2013,12,1400,"Streets & Transportation","Alley Speed Hump Menu","W PERSHING RD & S WOLCOTT AVE&W 38TH ST & S HONORE ST"
"2462",2013,12,14071,"Streets & Transportation","Concrete Alley Menu","S CAMPBELL AVE & W PERSHING RD&S ARTESIAN AVE & S ARCHER AVE"
"2463",2013,12,3572,"Streets & Transportation","Curb & Gutter Menu","ON W 25TH ST FROM S FRANCISCO AVE (2900 W) TO S CALIFORNIA AVE (2800 W)"
"2464",2013,12,2468,"Streets & Transportation","Curb & Gutter Menu","ON S PAULINA ST FROM W 36 ST (3600 S) TO W 37 ST (3700 S)"
"2465",2013,12,5085,"Streets & Transportation","Curb & Gutter Menu","ON W 24TH ST FROM S CALIFORNIA AVE (2800 W) TO S WASHTENAW AVE (2700 W)"
"2466",2013,12,905,"Beautification","Miscellaneous Other","1601 W 35TH ST decorative baskets"
"2467",2013,12,0,"Streets & Transportation","Resurfacing Alley Speed","W 26TH ST & W 27TH ST & S SAWYER AVE & S KEDZIE AVE"
"2468",2013,12,0,"Streets & Transportation","Resurfacing Street Speed","ON S TROY ST FROM W 23 ST (2300 S) TO W 24 ST (2400 S)"
"2469",2013,12,780,"Streets & Transportation","Sidewalk Menu","ON S WOOD ST FROM W 36 ST (3600 S) TO W 37 ST (3700 S)"
"2470",2013,12,12656,"Streets & Transportation","Sidewalk Menu","ON S ARCHER AVE FROM W 33RD ST (3300 S) TO W 33RD PL (3330 S)"
"2471",2013,12,2431,"Streets & Transportation","Sidewalk Menu","ON W 33RD ST FROM S PAULINA ST (1700 W) TO S WOOD ST (1800 W)"
"2472",2013,12,2493,"Streets & Transportation","Sidewalk Menu","ON S WASHTENAW AVE FROM W 36 ST (3600 S) TO W 36 PL (3632 S)"
"2473",2013,12,13360,"Streets & Transportation","Sidewalk Menu","ON W 35TH ST FROM S DAMEN AV (2000 W) TO S SEELEY AV (2032 W)"
"2474",2013,12,5486,"Streets & Transportation","Sidewalk Menu","ON S WOLCOTT AVE FROM W 35TH ST (3500 S) TO W 37TH ST (3700 S)"
"2475",2013,12,3936,"Streets & Transportation","Sidewalk Menu","ON S WOLCOTT AVE FROM W 37 ST (3700 S) TO W 38 ST (3800"
"2476",2013,12,3501,"Streets & Transportation","Sidewalk Menu","ON S CALIFORNIA AVE FROM W PERSHING RD (3900 S) TO W 40TH ST (4000 S)"
"2477",2013,12,1421,"Streets & Transportation","Sidewalk Menu","ON S MARSHFIELD AVE FROM W 34TH ST (3400 S) TO W 35TH ST (3500 S)"
"2478",2013,12,48499,"Streets & Transportation","Sidewalk Menu","ON S LEAVITT ST FROM W 34TH ST (3400 S) TO W 35TH ST (3500 S)"
"2479",2013,12,2039,"Streets & Transportation","Sidewalk Menu","ON S ARCHER AVE FROM W 38TH ST (3800 S) TO W PERSHING RD (3900 S)"
"2480",2013,12,564,"Streets & Transportation","Sidewalk Menu","ON S ASHLAND AVE FROM W 42ND ST (4140 S) TO W 43RD ST (4300 S)"
"2481",2013,12,11655,"Streets & Transportation","Sidewalk Menu","ON W 25TH ST FROM S FRANCISCO AVE (2900 W) TO S BOULEVARD WAY (2940 W)"
"2482",2013,12,1033,"Streets & Transportation","Sidewalk Menu","ON W 38TH ST FROM S HOMAN AV (3400 W) TO S ST LOUIS AV (3500 W)"
"2483",2013,12,4400,"Streets & Transportation","Sidewalk Menu","ON S ARCHER AVE FROM S LEAVITT ST (3600 S) TO S HAMILTON AVE (3550 S)"
"2484",2013,12,5812,"Streets & Transportation","Sidewalk Menu","ON W 43RD ST FROM S PAULINA ST (1699 W) TO S MARSHFIELD AVE (1632 W)"
"2485",2013,12,14151,"Streets & Transportation","Sidewalk Menu","ON W 23RD PL FROM S WASHTENAW AV (2700 W) TO S CALIFORNIA AV (2800 W)"
"2486",2013,12,2410,"Streets & Transportation","Sidewalk Menu","ON S LEAVITT ST FROM W 36 ST (3600 S) TO W 37 ST (3700 S)"
"2487",2013,12,5981,"Streets & Transportation","Sidewalk Menu","ON S LEAVITT ST FROM W 34 ST (3400 S) TO W 35 ST (3500 S)"
"2488",2013,12,391,"Streets & Transportation","Sidewalk Menu","ON S HONORE ST FROM W 37TH ST (3700 S) TO W PERSHING RD (3856 S)"
"2489",2013,12,2378,"Streets & Transportation","Sidewalk Menu","ON S HONORE ST FROM W 35TH ST (3500 S) TO W 37TH ST (3700 S)"
"2490",2013,12,2382,"Streets & Transportation","Sidewalk Menu","ON S ALBANY AVE FROM W 38TH ST (3800 S) TO W"
"2491",2013,12,5212,"Streets & Transportation","Sidewalk Menu","ON S KEDZIE AVE FROM W 37 PL (3732 S) TO W 38 PL (3832 S)"
"2492",2013,12,2007,"Streets & Transportation","Sidewalk Menu","ON S HONORE ST FROM W 38 ST (3800 S) TO Dead End (3917 S)"
"2493",2013,12,536,"Streets & Transportation","Sidewalk Menu","ON S HERMITAGE AVE FROM W 36 ST (3600 S) TO W 37 ST (3700 S)"
"2494",2013,12,48278,"Streets & Transportation","Sidewalk Menu","ON S WESTERN BLVD FROM W 34TH ST (3400 S) TO W 35TH ST (3500 S)"
"2495",2013,12,1513,"Streets & Transportation","Sidewalk Menu","ON W 40TH ST FROM S FRANCISCO AVE (2900 W) TO S SACRAMENTO AVE (3000 W)"
"2496",2013,12,13294,"Streets & Transportation","Sidewalk Menu","ON S WINCHESTER AVE FROM W 35TH ST (3500 S) TO W 37TH ST (3700 S)"
"2497",2013,12,11977,"Streets & Transportation","Sidewalk Menu","ON W 38TH PL FROM S SPAULDING AVE (3300 W) TO S HOMAN AVE (3400 W)"
"2498",2013,12,4982,"Streets & Transportation","Sidewalk Menu","ON S ARCHER AVE FROM W 39 PL (3932 S) TO S BRIGHTON PL (3979 S)"
"2499",2013,12,18669,"Streets & Transportation","Sidewalk Menu","ON S WOOD ST FROM W 36TH ST (3600 S) TO W 37TH ST (3700 S)"
"2500",2013,12,1573,"Streets & Transportation","Sidewalk Menu","ON W 25TH ST FROM S CALIFORNIA AV (2800 W) TO S FRANCISCO AV (2900 W)"
"2501",2013,12,3676,"Streets & Transportation","Sidewalk Menu","3120 W 26TH ST"
"2502",2013,12,16844,"Streets & Transportation","Street Bump Outs Menu","(3132 W)"
"2503",2013,12,34142,"Streets & Transportation","Street Resurfacing Menu","ON W 38TH PL FROM S ASHLAND (W) AV(1604 W) TO S PAULINA ST (1700 W)"
"2504",2013,12,33602,"Streets & Transportation","Street Resurfacing Menu","ON W 37TH PL FROM S ASHLAND (W) AV(1602 W) TO S PAULINA ST (1700 W)"
"2505",2013,12,33486,"Streets & Transportation","Street Resurfacing Menu","ON S BELL AVE FROM W 34 ST (3400 S) TO W 35 ST (3500 S)"
"2506",2013,12,1850,"Streets & Transportation","Street Speed Hump Menu","RICHMOND ST (2932 W)"
"2507",2013,12,3700,"Streets & Transportation","Street Speed Hump Menu","ON S CHRISTIANA AVE FROM W 26TH ST (2600 S) TO W 27TH ST (2700 S)"
"2508",2013,12,600,"Lighting","Floodlight Menu","3510 S FRANCISCO AVE"
"2509",2013,12,600,"Lighting","Floodlight Menu","3520 S FRANCISCO AVE"
"2510",2013,12,4000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S HOYNE AVE FROM W 37TH ST (3700 S) TO S ARCHER AVE (3500 S)"
"2511",2013,12,72000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON W 32ND ST FROM S ASHLAND AV (1600 W) TO S PAULINA ST (1700 W)"
"2512",2013,12,40000,"Lighting","Street Light Residential Staggered Piggy Back Menu","2458 W 38TH ST"
"2513",2013,12,2000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S HAMILTON AVE FROM W 37TH ST (3700 S) TO S"
"2514",2013,12,72000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON CULLERTON FROM S CALIFORNIA AV (2800 W) TO S MARSHALL BV (2932 W)"
"2515",2013,12,144000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S SACRAMENTO AVE FROM W CERMAK RD (2200 S) TO W 24 ST (2400 S)"
"2516",2013,12,4000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S WOLCOTT AVE FROM W 37TH ST (3700 S) TO W PERSHING RD (3900 S)"
"2517",2013,12,6000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S PAULINA ST FROM W 36TH ST (3600 S) TO W PERSHING RD (3900 S)"
"2518",2013,12,72000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON W 32ND PL FROM S ASHLAND AV (1600 W) TO S PAULINA ST (1700 W)"
"2519",2013,12,72000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON W 23RD ST FROM S CALIFORNIA AV (2800 W) TO S MARSHALL BV (2932 W)"
"2520",2013,12,144000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S WHIPPLE ST FROM W CERMAK RD (2200 S) TO W 24 ST (2400 S)"
"2521",2013,12,6000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S HERMITAGE AVE FROM W 36TH ST (3600 S) TO W PERSHING RD (3900 S)"
"2522",2013,12,72000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S ALBANY AVE FROM W 23 ST (2300 S) TO W 24 ST (2400 S)"
"2523",2013,12,2000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S LEAVITT ST FROM W 37TH ST (3700 S) TO S ARCHER AVE (3600 S)"
"2524",2013,12,72000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON S PAULINA ST FROM S ARCHER AV (3197 S) TO W 33 ST (3300 S)"
"2525",2013,12,72000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON 23 FROM S CALIFORNIA AV (2800 W) TO Dead End (2866 W)"
"2526",2013,12,6000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON N WINCHESTER AVE FROM W 36TH ST (3600 S) TO W PERSHING RD (3900 S)"
"2527",2013,12,4500,"Lighting","Street Light Upgrade","ON S ASHLAND AVE FROM W 35TH ST (3500 S) TO W PERSHING RD (3900 S)"
"2528",2013,12,3500,"Lighting","Street Light Upgrade","ON S WOLCOTT AVE FROM W 35TH ST (3500 S) TO W PERSHING RD (3900 S)"
"2529",2013,12,3500,"Lighting","Street Light Upgrade","ON S DAMEN AVE FROM W 35TH ST (3500 S) TO W PERSHING RD (3900 S)"
"2530",2013,12,3500,"Lighting","Street Light Upgrade","ON S WOOD ST FROM W 35TH ST (3500 S) TO W PERSHING RD (3900 S)"
"2531",2013,13,8491,"Streets & Transportation","Alley Resurfacing Menu","W 57TH ST & W 58TH ST & S NORMANDY AVE & S RUTHERFORD AVE"
"2532",2013,13,1400,"Streets & Transportation","Alley Speed Hump Menu","W 69TH PL & W 70TH ST & S LAWNDALE AVE & S CENTRAL PARK AVE"
"2533",2013,13,4941,"Streets & Transportation","Curb & Gutter Menu","ON W 59TH ST FROM S NORMANDY AVE (6700 W) TO S OAK PARK AVE (6800 W)"
"2534",2013,13,950,"Streets & Transportation","In-Road 'State Law Stop For Pedestrians' Signs Menu","SRRAGANSETT AVE & W 59TH ST"
"2535",2013,13,950,"Streets & Transportation","In-Road 'State Law Stop For Pedestrians' Signs Menu","S MEADE AVE & W 55TH ST"
"2536",2013,13,550,"Streets & Transportation","In-Road 'State Law Stop For Pedestrians' Signs Menu","SSHVILLE AVE & W 63RD ST"
"2537",2013,13,174,"Miscellaneous","Miscellaneous Other","W 59TH ST & S KOLIN AVE"
"2538",2013,13,2106,"Streets & Transportation","Sidewalk Menu","ON S MEADE AVE FROM W 57 ST (5700 S) TO W 58 ST (5800 S)"
"2539",2013,13,8464,"Streets & Transportation","Street Resurfacing Menu","ON STOMA AVE FROM W 59 ST (5900 S) TO W 60 ST (6000 S)"
"2540",2013,13,33383,"Streets & Transportation","Street Resurfacing Menu","ON S KARLOV AVE FROM W 55 ST (5500 S) TO W 56 ST (5600 S)"
